,Project ID,Project Name,Voluntary Registry,ARB/WAProject,Voluntary Status,Scope, Type,Reduction / Removal,Methodology / Protocol,Region,Total Credits Issued,Estimated Annual Emission Reductions,Registry / ARB / WA,CCB / Certifications,Project Type From the Registry,K_cluster,DB_cluster
427,ACR585,A-Gas V4,ACR,No,Completed,Chemical Processes,HFC Refrigerant Reclamation,Reduction,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",North America,94592.0,0.0,ACR,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,-1
428,ACR586,18 Reserves Forest Carbon Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,351674.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
429,ACR587,Anew - North Maine Woods Forestry Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,359822.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
430,ACR588,Anew - Big Six Forestry Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,225533.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
431,ACR589,Tradewater ODS 36,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,133145.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
432,ACR590,Anew - Blue Ridge Escarpment Forestry Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,101455.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
433,ACR591,Spray Foam Alpha,ACR,No,Completed,Chemical Processes,HFC Replacement in Foam Production,Reduction,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,200854.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,5
434,ACR592,Anew - Doyon Native Community Forest Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,426163.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
435,ACR593,NMMC1,ACR,Compliance,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,33107.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;13: Climate Action",Coal Mine Methane,16,4
436,ACR594,CMMC1,ACR,Compliance,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,34354.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;13: Climate Action",Coal Mine Methane,16,4
437,ACR595,Anew - Elk Forestry Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,319960.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
438,ACR596,Anew - Boone Forestry Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,731335.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
439,ACR597,Tradewater Halon,ACR,No,Completed,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,North America,5704.0,0.0,ACR,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",Ozone Depleting Substances,5,-1
440,ACR598,Advanced Refrigeration US49 - ARS 004,ACR,No,Completed,Chemical Processes,Advanced Refrigerants,Reduction,Advanced Refrigeration Systems,North America,401452.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,-1
441,ACR599,Advanced Refrigeration CAL - ARS 004B,ACR,No,Completed,Chemical Processes,Advanced Refrigerants,Reduction,Advanced Refrigeration Systems,North America,44571.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,-1
442,ACR600,Advanced Refrigeration CAN - ARS 004C,ACR,No,Completed,Chemical Processes,Advanced Refrigerants,Reduction,Advanced Refrigeration Systems,North America,34725.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,-1
443,ACR601,Forest Carbon Works Posner Family Forest Project,ACR,No,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,0.0,0.0,ACR,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,2
444,ACR602,Forest Carbon Works McMahon Family Forest Project,ACR,No,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,0.0,0.0,ACR,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,2
445,ACR603,Forest Carbon Works Christensen Family Forest Project,ACR,No,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,3900.0,0.0,ACR,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,2
446,ACR604,Anew - Moose Country Divide Forestry Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,221981.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
447,ACR606,True Manufacturing FBA Project 002,ACR,No,Completed,Chemical Processes,HFC Replacement in Foam Production,Reduction,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,291297.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,5
448,ACR607,Deep Mine 26 Abandoned Mine Methane Recovery Project,ACR,Compliance,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,78334.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;13: Climate Action",Coal Mine Methane,16,4
449,ACR608,Tradewater ODS 37,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,100810.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
450,ACR609,Marshall County Flare II,ACR,Compliance,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,171213.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;13: Climate Action",Coal Mine Methane,16,4
451,ACR610,Marshall County Flare III,ACR,Compliance,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,79342.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;13: Climate Action",Coal Mine Methane,16,4
452,ACR611,Marion County Flare I,ACR,Compliance,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,141683.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;13: Climate Action",Coal Mine Methane,16,4
453,ACR613,Anew - Loblolly Restoration Forestry Project,ACR,No,Listed,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,0.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
454,ACR614,Anew - Michigan DNR Big Wild Forestry Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,485095.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
455,ACR615,Tradewater ODS 35a,ACR,No,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,0.0,0.0,ACR,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,-1
456,ACR616,Anew - Columbia River Forestry Project,ACR,No,Listed,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,0.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
457,ACR617,Anew - Tomah Highlands Forestry Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,126521.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
458,ACR618,Anew - Apalachicola River Forestry Project,ACR,No,Listed,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,0.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,16,3
459,ACR619,Hudson Tech 2021-1,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,163910.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
460,ACR620,Spray Foam Alpha 2,ACR,No,Completed,Chemical Processes,HFC Replacement in Foam Production,Reduction,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,306412.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,5
461,ACR621,Spray Foam Omega 3,ACR,No,Completed,Chemical Processes,HFC Replacement in Foam Production,Reduction,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,1610884.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,5
462,ACR622,Foam Blowing Agent Project 003F,ACR,No,Completed,Chemical Processes,HFC Replacement in Foam Production,Reduction,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,1934327.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,5
463,ACR623,Foam Blowing Agent Project 002F,ACR,No,Completed,Chemical Processes,HFC Replacement in Foam Production,Reduction,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,321718.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,5
464,ACR624,Foam Blowing Agent Project 001M,ACR,No,Completed,Chemical Processes,HFC Replacement in Foam Production,Reduction,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,432039.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,5
465,ACR625,Tradewater ODS 38,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,136658.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
466,ACR627,Tradewater ODS 39,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,4520.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
467,ACR628,Wolf Lands Forest Carbon Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,56774.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action;14: Life Below Water;15: Life on Land",Forest Carbon,16,3
468,ACR629,Hudson Technologies HFC Reclamation Project Champaign 2020,ACR,No,Completed,Chemical Processes,HFC Refrigerant Reclamation,Reduction,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",North America,903568.0,0.0,ACR,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Industrial Process Emissions,12,-1
