,Project ID,Project Name,Voluntary Registry,ARB/WAProject,Voluntary Status,Scope, Type,Reduction / Removal,Methodology / Protocol,Region,Total Credits Issued,Estimated Annual Emission Reductions,Registry / ARB / WA,CCB / Certifications,Project Type From the Registry,K_cluster,DB_cluster
0,ACR101,AFOVERT Energy,ACR,No,Canceled,Household & Community,Bundled Energy Efficiency,Reduction,AMS-I.E.: Switch from non-renewable biomass for thermal applications by the user,Sub-Saharan Africa,0.0,0.0,ACR,06: Clean Water and Sanitation;07: Affordable and Clean Energy;13: Climate Action;15: Life on Land,Fuel Switching,12,-1
1,ACR102,Air Bag Gas Substitution,ACR,No,Completed,Chemical Processes,SF6 Replacement,Reduction,Emission reductions through industrial gas substitution,North America,7984006.0,0.0,ACR,,Industrial Gas Substitution,12,-1
2,ACR103,Inland Empire Anaerobic Ag Digester,ACR,No,Completed,Agriculture,Manure Methane Digester,Reduction,Anaerobic Digestion,North America,44202.0,0.0,ACR,,Livestock Waste Management,12,-1
3,ACR104,"Ankotrofotsy Community-based Reforestation and Carbon Offset Project, Menabe region, Madagascar",ACR,No,Inactive,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0001 Afforestation and Reforestation of Degraded Land,Sub-Saharan Africa,0.0,0.0,ACR,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,12,-1
4,ACR105,Boa Vista A/R,ACR,No,Canceled,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0001 Afforestation and Reforestation of Degraded Land,Latin America and the Caribbean,2572210.0,0.0,ACR,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,12,-1
5,ACR106,Brickyard LFG to Energy,ACR,No,Completed,Waste Management,Landfill Methane,Reduction,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",North America,138492.0,0.0,ACR,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Landfill Gas Capture & Combustion,12,-1
6,ACR107,Camargo Fuel Substitution,ACR,No,Completed,Industrial & Commercial,Fuel Switching,Reduction,Fuel switching from coal and/or petroleum fuels to natural gas in existing Power Plant for electricity generation,Latin America and the Caribbean,1138.0,0.0,ACR,,Fuel Switching,12,-1
7,ACR108,San Juan National Forest Carbon Demonstration Project,ACR,No,Canceled,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0001 Afforestation and Reforestation of Degraded Land,North America,0.0,0.0,ACR,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,12,-1
8,ACR109,Chesapeake Mizer Pneumatic Retrofit,ACR,No,Completed,Industrial & Commercial,Pneumatic Retrofit,Reduction,Conversion of High-Bleed Pneumatic Controllers in Oil and Natural Gas Systems,North America,541804.0,0.0,ACR,"07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;13: Climate Action",Industrial Process Emissions,12,-1
9,ACR110,Chicago LFG to Energy,ACR,No,Completed,Waste Management,Landfill Methane,Reduction,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",North America,62262.0,0.0,ACR,,Landfill Gas Capture & Combustion,12,-1
10,ACR111,Devon Mizer Pneumatic Retrofit,ACR,No,Completed,Industrial & Commercial,Pneumatic Retrofit,Reduction,Conversion of High-Bleed Pneumatic Controllers in Oil and Natural Gas Systems,North America,5724.0,0.0,ACR,"07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;13: Climate Action",Industrial Process Emissions,12,-1
11,ACR112,Dolton LFG to Energy,ACR,No,Completed,Waste Management,Landfill Methane,Reduction,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",North America,159336.0,0.0,ACR,,Landfill Gas Capture & Combustion,12,-1
12,ACR113,Greater New Bedford LFG,ACR,No,Completed,Waste Management,Landfill Methane,Reduction,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",North America,713162.0,0.0,ACR,,Landfill Gas Capture & Combustion,12,-1
13,ACR114,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),ACR,No,Registered,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,Afforestation and Reforestation of Degraded Lands,North America,5102746.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,12,-1
14,ACR115,Lower Mississippi Valley Reforestation,ACR,No,Registered,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0001 Afforestation and Reforestation of Degraded Land,North America,13422.0,0.0,ACR,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,12,-1
15,ACR116,Societe VERAMA Madagascar Afforestation Project,ACR,No,Inactive,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0001 Afforestation and Reforestation of Degraded Land,Sub-Saharan Africa,0.0,0.0,ACR,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,12,-1
16,ACR117,Merit Energy Geo-Seq,ACR,No,Completed,Carbon Capture & Storage,Carbon Capture & Enhanced Oil Recovery,Reduction,Emission Reductions from Enhanced Oil Recovery,North America,7308664.0,0.0,ACR,,Carbon Capture & Storage (CCS),12,-1
17,ACR118,Monell Geo-Seq,ACR,No,Completed,Carbon Capture & Storage,Carbon Capture & Enhanced Oil Recovery,Reduction,Emission Reductions from Enhanced Oil Recovery,North America,1748409.0,0.0,ACR,,Carbon Capture & Storage (CCS),12,-1
18,ACR119,North Country LFG,ACR,No,Completed,Waste Management,Landfill Methane,Reduction,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",North America,1592397.0,0.0,ACR,,Landfill Gas Capture & Combustion,12,-1
19,ACR120,Petrosource Geo-Seq,ACR,No,Completed,Carbon Capture & Storage,Carbon Capture & Enhanced Oil Recovery,Reduction,Emission Reductions from Enhanced Oil Recovery,North America,2181419.0,0.0,ACR,,Carbon Capture & Storage (CCS),12,-1
20,ACR121,Pike's Peak Geo-Seq,ACR,No,Completed,Carbon Capture & Storage,Carbon Capture & Enhanced Oil Recovery,Reduction,Emission Reductions from Enhanced Oil Recovery,North America,2866515.0,0.0,ACR,,Carbon Capture & Storage (CCS),12,-1
21,ACR122,Romeoville LFG to Energy,ACR,No,Completed,Waste Management,Landfill Methane,Reduction,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",North America,52496.0,0.0,ACR,,Landfill Gas Capture & Combustion,12,-1
22,ACR123,Salt Creek Geo-Seq,ACR,No,Completed,Carbon Capture & Storage,Carbon Capture & Enhanced Oil Recovery,Reduction,Emission Reductions from Enhanced Oil Recovery,North America,7675073.0,0.0,ACR,,Carbon Capture & Storage (CCS),12,-1
23,ACR124,Schneider Anti-Idling,ACR,No,Completed,Transportation,Fleet Efficiency,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,42916.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
24,ACR125,SEESA Solar Electrification,ACR,No,Completed,Renewable Energy,Solar - Distributed,Reduction,Electricity generation by the user,Latin America and the Caribbean,169.0,0.0,ACR,,Renewable Energy,12,-1
25,ACR126,Seneca Meadows LFG,ACR,No,Completed,Waste Management,Landfill Methane,Reduction,Offset Project Methodology for Landfill Methane Collection and Combustion,North America,2470626.0,0.0,ACR,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",Landfill Gas Capture & Combustion,12,-1
26,ACR127,Steuben County DPW LFG,ACR,No,Completed,Waste Management,Landfill Methane,Reduction,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",North America,129180.0,0.0,ACR,,Landfill Gas Capture & Combustion,12,-1
27,ACR128,Streator LFG to Energy,ACR,No,Completed,Waste Management,Landfill Methane,Reduction,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",North America,47150.0,0.0,ACR,,Landfill Gas Capture & Combustion,12,-1
28,ACR129,Tecnosol Solar Electrification,ACR,No,Completed,Renewable Energy,Solar - Distributed,Reduction,Electricity generation by the user,Latin America and the Caribbean,3913.0,0.0,ACR,,Renewable Energy,12,-1
29,ACR130,"Truck Stop Electrification, Alabama",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,8356.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
30,ACR131,"Truck Stop Electrification, Arizona",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,11104.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
31,ACR132,"Truck Stop Electrification, Arkansas",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,28069.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
32,ACR133,"Truck Stop Electrification, California",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,21943.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
33,ACR134,"Truck Stop Electrification, Colorado",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,3671.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
34,ACR135,"Truck Stop Electrification, Florida",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,7348.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
35,ACR136,"Truck Stop Electrification, Georgia",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,22220.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
36,ACR137,"Truck Stop Electrification, Illinois",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,20531.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
37,ACR138,"Truck Stop Electrification, Indiana",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,12150.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
38,ACR139,"Truck Stop Electrification, Kentucky",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,4075.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
39,ACR140,"Truck Stop Electrification, Louisianna",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,11603.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
40,ACR141,"Truck Stop Electrification, Maryland",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,12112.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
41,ACR142,"Truck Stop Electrification, Michigan",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,4084.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
42,ACR143,"Truck Stop Electrification, Minnesota",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,1785.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
43,ACR144,"Truck Stop Electrification, Mississippi",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,4185.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
44,ACR145,"Truck Stop Electrification, Missouri",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,5375.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
45,ACR146,"Truck Stop Electrification, Nebraska",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,3124.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
46,ACR147,"Truck Stop Electrification, New Jersey",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,7207.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
47,ACR148,"Truck Stop Electrification, New Mexico",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,9483.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
48,ACR149,"Truck Stop Electrification, North Carolina",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,8488.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
49,ACR150,"Truck Stop Electrification, North Dakota",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,1351.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
50,ACR151,"Truck Stop Electrification, Ohio",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,28663.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
51,ACR152,"Truck Stop Electrification, Oklahoma",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,8165.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
52,ACR153,"Truck Stop Electrification, Oregon",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,5583.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
53,ACR154,"Truck Stop Electrification, Pennsylvania",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,24818.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
54,ACR155,"Truck Stop Electrification, South Carolina",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,5329.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
55,ACR156,"Truck Stop Electrification, Tennessee",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,19418.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
56,ACR157,"Truck Stop Electrification, Texas",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,85912.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
57,ACR158,"Truck Stop Electrification, Utah",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,3499.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
58,ACR159,"Truck Stop Electrification, West Virginia",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,2551.0,0.0,ACR,,Transport / Fleet Efficiency,12,-1
59,ACR160,Tyson Wastewater Treatment,ACR,No,Completed,Waste Management,Methane Recovery in Wastewater,Reduction,Emission reductions through wastewater treatment,North America,100000.0,0.0,ACR,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",Wastewater Treatment,12,-1
60,ACR161,Upper Rock LFG to Energy,ACR,No,Completed,Waste Management,Landfill Methane,Reduction,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",North America,184632.0,0.0,ACR,,Landfill Gas Capture & Combustion,12,-1
61,ACR162,International Paper,ACR,No,Completed,Industrial & Commercial,Energy Efficiency,Reduction,"Monitoring, Reporting and Verification Protocol for Cogeneration",North America,439035.0,0.0,ACR,,Energy Efficiency,12,-1
62,ACR163,Des Plaines LFG to Energy,ACR,No,Completed,Waste Management,Landfill Methane,Reduction,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",North America,115875.0,0.0,ACR,,Landfill Gas Capture & Combustion,12,-1
63,ACR164,DANC,ACR,No,Completed,Waste Management,Landfill Methane,Reduction,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",North America,476553.0,0.0,ACR,,Landfill Gas Capture & Combustion,12,-1
64,ACR165,Malhas Menegotti Industria Textil Fuel Switch,ACR,No,Completed,Industrial & Commercial,Fuel Switching,Reduction,AMS-I.C.: Thermal energy production with or without electricity,Latin America and the Caribbean,253991.0,0.0,ACR,"07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;13: Climate Action",Fuel Switching,12,-1
65,ACR167,Nitrogen Oxide Abatement at the DuPont Sabine River Works Adipic Acid Facility,ACR,No,Completed,Chemical Processes,N2O Destruction in Adipic Acid Production,Reduction,Nitrous Oxide Abatement Protocol,North America,125000.0,0.0,ACR,,Industrial Process Emissions,12,-1
66,ACR168,Angeles National Forest Carbon Demonstration Project,ACR,No,Listed,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,Afforestation and Reforestation of Degraded Lands,North America,0.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,12,-1
67,ACR170,ECC ODS Destruction 2012,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,306517.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
68,ACR171,Nitrous Oxide Reduction in Corn,ACR,No,Completed,Agriculture,Nitrogen Management,Reduction,N2O Emission Reductions through Reduced Use of Fertilizer on Agricultural Crops,North America,2.0,0.0,ACR,02: Zero Hunger;06: Clean Water and Sanitation;13: Climate Action,Agricultural Land Management,12,-1
69,ACR172,EOS ARB ODS 2013-2,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,55996.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
70,ACR173,Round Valley Indian Tribes Improved Forest Management Project,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,513385.0,0.0,ARB,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,1
71,ACR174,Blue Source - Bishop Improved Forest Management Project,ACR,No,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,0.0,0.0,ACR,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,2
72,ACR175,DPC Domestic ODS Destruction Project #12,ACR,No,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,0.0,0.0,ACR,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,-1
73,ACR176,ECC ODS Destruction 2013,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,255227.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
74,ACR177,Monjolinho Energética S/A Hydropower Plant Project (Alzir dos Santos Antunes),ACR,No,Completed,Renewable Energy,Hydropower,Reduction,ACM0002: Consolidated baseline methodology for grid-connected electricity generation from renewable sources,Latin America and the Caribbean,673609.0,0.0,ACR,07: Affordable and Clean Energy;11: Sustainable Cities and Communities;13: Climate Action,Renewable Energy,7,-1
75,ACR178,EOS ARB ODS 2013-4,ACR,No,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,0.0,0.0,ACR,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,-1
76,ACR179,Wabashco Clean Sweep I,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,50600.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
77,ACR181,EOS ARB ODS 2013-6,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,51864.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
78,ACR182,Hanes Ranch Forest Carbon Project,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,138837.0,0.0,ARB,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,1
79,ACR183,D.P.C. Domestic ODS Destruction Project #12,ACR,Early Action,Completed,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,Climate Action Reserve U.S. Ozone Depleting Substances Project Protocol,North America,38517.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,-1
80,ACR184,EOS ACR 2013,ACR,Early Action,Completed,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,Climate Action Reserve U.S. Ozone Depleting Substances Project Protocol,North America,249025.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,-1
81,ACR186,Devil Fire Reforestation,ACR,No,Inactive,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,Climate Action Reserve Forest Project Protocol,North America,0.0,0.0,ACR,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,12,-1
82,ACR187,Storrie Fire Reforestation,ACR,No,Inactive,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,Climate Action Reserve Forest Project Protocol,North America,0.0,0.0,ACR,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,12,-1
83,ACR188,"Truck Stop Electrification, BEF",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Truck Stop Electrification,North America,43549.0,0.0,ACR,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",Transport / Fleet Efficiency,12,-1
84,ACR189,Miller Forest,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,266266.0,0.0,ARB,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,1
85,ACR190,Big Sky Dairy,ACR,Compliance,,Agriculture,Manure Methane Digester,Reduction,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,194151.0,0.0,ARB,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",Livestock Waste Management,5,-1
86,ACR191,"MS Renovaveis Wind Power Complex: Mar e Terra, Areia Branca, Embuaca and  Icaraí",ACR,No,Completed,Renewable Energy,Wind,Reduction,ACM0002: Consolidated baseline methodology for grid-connected electricity generation from renewable sources,Latin America and the Caribbean,610193.0,0.0,ACR,07: Affordable and Clean Energy;11: Sustainable Cities and Communities;13: Climate Action,Renewable Energy,12,-1
87,ACR192,Green Assets-Brookgreen Gardens Improved Forest Management Project,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,202207.0,0.0,ARB,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,1
88,ACR193,EOS ARB ODS 2013-7,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,84418.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
89,ACR195,EOS ARB ODS 2014-1,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,122080.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
90,ACR196,RR ACR 2013,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,56124.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
91,ACR197,San Juan National Forest Carbon Demonstration Project (II),ACR,No,Listed,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,Afforestation and Reforestation of Degraded Lands,North America,0.0,0.0,ACR,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Forest Carbon,12,-1
92,ACR198,Wabashco Clean Sweep 2,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,88044.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
93,ACR199,Finite Carbon - The Forestland Group CT Lakes,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,2105998.0,0.0,ARB,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,1
94,ACR200,Brush Creek,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,128377.0,0.0,ARB,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,1
95,ACR202,Blue Source- Goodman Improved Forest Management Project,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,847890.0,0.0,ARB,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Forest Carbon,16,1
96,ACR203,2014-P5,ACR,No,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,0.0,0.0,ACR,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,-1
97,ACR204,Improvements in Vehicle Efficiency for Marten Transport,ACR,No,Completed,Transportation,Fleet Efficiency,Reduction,AMS-III.BC.: Emissions Reductions through Improved Efficiency of Vehicle Fleet,North America,207509.0,0.0,ACR,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",Transport / Fleet Efficiency,12,-1
98,ACR205,Emission Reductions in California Rice Management Systems,ACR,No,Completed,Agriculture,Rice Emission Reductions,Reduction,Emission Reductions in Rice Management Systems,North America,202.0,0.0,ACR,02: Zero Hunger;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Agricultural Land Management,12,-1
99,ACR206,2014-P4,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,71825.0,0.0,ARB,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ozone Depleting Substances,5,0
