project_id,project_name,voluntary_registry,arborwaproject,voluntary_status,scope,type,reduction_or_removal,methodology_or_protocol,region,country,state,project_site_location,project_developer,total_credits_issued,total_credits_retired,total_credits_remaining,total_buffer_pool_deposits,reversals_covered_by_buffer_pool,reversals_not_covered_by_buffer,first_year_of_project_(vintage),year_unknown,project_owner,offset_project_operator,authorized_project_designee,verifier,estimated_annual_emission_reductions,pers,registry_or_arb_or_wa,arb_project_detail,arb_id,poa_idoraggregate_id,corsia_eligible,project_listed,project_registered,ccb_or_certifications,project_type_from_the_registry,registry_documents,project_website,notes_from_registry,notes_from_berkeley_carbon_trading_project,added_to_database_version_-_with_data_through,unnamed:_158,"1st_issuance_yr_(no_hard_code,_hide)",unnamed:_160
GS530,Saraff Biogas Wastewater Treatment and Biogas Utilisation project (300177),GOLD,No,Gold Standard Certified Design,Waste Management,Methane Recovery in Wastewater,Reduction,AMS-I.D. Grid connected renewable electricity generation,South-Eastern Asia,Thailand, , ,South Pole Carbon Asset Management Ltd.,0.0,0.0,0.0,0.0,,,,0.0, , , , ,51179, ,GOLD, , , ,No, , , ,Biogas - Electricity,https://registry.goldstandard.org/projects?q=GS530, , , ,v 1  12-2020,,0.0,1.0
ACR919,Advanced Refrigeration - ARS2021005,ACR,WA,Completed,Chemical Processes,Advanced Refrigerants,Reduction,Advanced Refrigeration Systems,North America,United States,NORTH CAROLINA,"Wendell, NC",Therm Solutions Inc.,166106.0,159251.0,6855.0,0.0,,,2021.0,0.0, , , ,"First Environment, Inc.", , ,WA,Not ARB or Ecology Eligible, , ,No, , , ,Industrial Process Emissions,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=919,therm.cool, , ,v 9  11-2023,,2021.0,1.0
GS6607,Biomass based power project of VPL,GOLD,No,Gold Standard Certified Project,Renewable Energy,Biomass,Reduction,AMS-I.D. Grid connected renewable electricity generation,Southern Asia,India, , ,VAYUNANDANA POWER LIMITED,213685.0,117178.0,96507.0,0.0,,,2017.0,0.0, , , , ,49106, ,GOLD, , , ,No, , , ,"Biomass, or Liquid Biofuel - Electricity",https://registry.goldstandard.org/projects?q=GS6607, , , ,v 1  12-2020,,2017.0,1.0
GS10969,UpEnergy-Social and Climate Impact Programme- Cooking Devices VPA-3,GOLD,No,Gold Standard Certified Design,Household & Community,Cookstoves,Reduction,GS TPDDTEC v3.1,Sub-Saharan Africa,Madagascar, , ,UpEnergy Group,0.0,0.0,0.0,0.0,,,,0.0, , , , ,50000, ,GOLD, , ,10963,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS10969, , , ,v 2  05-2021,,0.0,1.0
GS11421,Ea Nam Wind Power Project,GOLD,No,Listed,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South-Eastern Asia,VietNam, , ,Monsoon Carbon Pte Ltd,0.0,0.0,0.0,0.0,,,,0.0, , , , ,1095229, ,GOLD, , , ,No, , , ,Wind,https://registry.goldstandard.org/projects?q=GS11421, , , ,v 9  11-2023,,0.0,1.0
VCS1460,Artvin Hydroelectric Power Plant,VCS,No,Rejected by Administrator,Renewable Energy,Hydropower,Reduction,ACM0002,Western Asia,Türkiye, , ,DOGUS ENERJI URETIM VE TICARET A.S.,0.0,0.0,0.0,0.0,,,,0.0, , , , ,520370, ,VCS, , , , , , , ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/1460, , , ,v 1  12-2020,,0.0,1.0
CAR1109,Green Assets  Woodlands Nature Reserve Avoided Conversion Project,CAR,Compliance,Registered,Forestry & Land Use,Avoided Forest Conversion,Reduction,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,SOUTH CAROLINA,"Dorchester Co.; North of Charleston, S.C","Woodlands Nature Reserve, LLC",218932.0,218932.0,0.0,25795.0,,,2015.0,15627.0,"Woodlands Nature Reserve, LLC","Woodlands Nature Reserve, LLC","Green Assets, Inc","Aster Global Environmental Solutions, Inc.", , ,ARB,Active ARB Project,CAFR5105, ,No,2014-12-23 00:00:00,2016-04-13 00:00:00, ,Avoided Conversion - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1109, , ,"The project developer through v10 was Middleton Place, LLC",v 1  12-2020,,2015.0,1.0
GS7485,GS1247 VPA 213 Manicaland Safe Water,GOLD,No,Listed,Household & Community,Clean Water,Reduction,GS TPDDTEC v 1.,Sub-Saharan Africa,Zimbabwe, , ,CO2balance UK ltd,0.0,0.0,0.0,0.0,,,,0.0, , , , ,10000, ,GOLD, , ,1247.0,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS7485, , , ,v 1  12-2020,,0.0,1.0
VCS4239,WUHE BIOGAS RECOVERY AND UTILIZATION PROJECT,VCS,No,Registration and verification approval requested,Agriculture,Manure Methane Digester,Reduction,ACM0010,Eastern Asia,China, , ,"Modern Energy Wuhe Co., Ltd.",0.0,0.0,0.0,0.0,,,,0.0, , , , ,173943, ,VCS, , , , , , , ,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management",https://registry.verra.org/app/projectDetail/VCS/4239, , , ,v 9  11-2023,,0.0,1.0
GS4121,Project Gaia Cook Stove Programme of Activities,GOLD,No,Gold Standard Certified Design,Household & Community,Cookstoves,Reduction,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,Sub-Saharan Africa,Ethiopia, , ,Project Gaia,0.0,0.0,0.0,0.0,,,,0.0, , , , ,50000, ,GOLD, , ,4121,No, , , ,"Biomass, or Liquid Biofuel - Heat",https://registry.goldstandard.org/projects?q=GS4121, , , ,v 1  12-2020,,0.0,1.0
VCS537,Wind based renewable energy project in Gujarat,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,Southern Asia,India, , ,Apraava Energy Private Limited,654028.0,639028.0,15000.0,0.0,,,2008.0,0.0, , , , ,107173.0, ,VCS, , , , , ,2020-04-06 00:00:00, ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/537, , ,The project developer through v10 was CLP India Private Limited,v 1  12-2020,,2008.0,1.0
ACR139,"Truck Stop Electrification, Kentucky",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,United States,KENTUCKY,Kentucky,IdleAir,4075.0,4075.0,0.0,0.0,,,2006.0,0.0, , , ,"TUV SUD America, Inc.  Ruby Canyon", , ,ACR,Not ARB or Ecology Eligible, , ,No, , , ,Transport / Fleet Efficiency,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=139, , , ,v 1  12-2020,,2006.0,1.0
GS12430,GS1340 - Efficient cookstoves in Burkina Faso – VPA- 66 – F3PA tiipaalga Bazega ,GOLD,No,Listed,Household & Community,Cookstoves,Reduction,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Sub-Saharan Africa,Burkina Faso, , ,Tiipaalga,0.0,0.0,0.0,0.0,,,,0.0, , , , ,9500, ,GOLD, , ,1340,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS12430, , , ,v10  12-2023,,0.0,1.0
GS642,Bulam 7MW HEPP,GOLD,No,Gold Standard Certified Project,Renewable Energy,Hydropower,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Western Asia,Türkiye, , ,Deactivated Projects,76466.0,55756.0,20710.0,0.0,,,2010.0,0.0, , , , ,21157, ,GOLD, , , ,No, , , ,"Small, Low - Impact Hydro",https://registry.goldstandard.org/projects?q=GS642, , , ,v 1  12-2020,,2010.0,1.0
GS1233,MicroEnergy Credits - Microfinance for Clean Energy Product Lines - India,GOLD,No,Listed,Household & Community,Bundled Energy Efficiency,Reduction,AMS-I.A. Electricity generation by the user,Southern Asia,India, , ,MicroEnergy Credits,0.0,0.0,0.0,0.0,,,,0.0, , , , ,72986, ,GOLD, , , ,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS1233, , , ,v 1  12-2020,,0.0,1.0
GS971,Balikesir 142.5 MW Wind Power Plant Project,GOLD,No,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Western Asia,Türkiye, , ,Enerjisa Enerji Uretim A.S.,1629436.0,1459260.0,170176.0,0.0,,,2012.0,0.0, , , , ,330000, ,GOLD, , , ,No, , , ,Wind,https://registry.goldstandard.org/projects?q=GS971, , , ,v 1  12-2020,,2012.0,1.0
GS2544,Harmanlik Wind Power Plant Turkey,GOLD,No,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Western Asia,Türkiye, , ,BORUSAN ENBW ENERJI YATIRIMLARI VE URETIM A.S.,465766.0,319896.0,145870.0,0.0,,,2015.0,0.0, , , , ,96563, ,GOLD, , , ,No, , , ,Wind,https://registry.goldstandard.org/projects?q=GS2544, , , ,v 1  12-2020,,2015.0,1.0
ACR352,EOS ACR 352,ACR,Compliance, ,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,ARKANSAS,El Dorado,EOS Climate Inc,68637.0,68637.0,0.0,0.0,,,2016.0,68637.0, , , ,"SES, Inc.", , ,ARB,ARB Completed,CAOD5352, ,No, , , ,Ozone Depleting Substances,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=352,www.eosclimate.com, , ,v 1  12-2020,,2016.0,1.0
GS12273,Improved Cookstove and Safe Water Programme – Kenya - VPA 71,GOLD,No,Gold Standard Certified Design,Household & Community,Clean Water,Reduction,GS Methodology for emission reductions from safe drinking water supply,Sub-Saharan Africa,Kenya, , ,Impact Carbon,0.0,0.0,0.0,0.0,,,,0.0, , , , ,60000, ,GOLD, , ,11189,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS12273, , , ,v11  03-2024,,0.0,1.0
CAR1545,Ejido La Selva,CAR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,CAR Mexico Forest Protocol,Latin America and the Caribbean,Mexico,VERACRUZ,"Huayacocotla, Veracruz, México",Bioforestal Innovación Sustentable S.C.,28320.0,28320.0,0.0,2376.0,,,2020.0,0.0,Ejido La Selva, , ,"TUV SUD America, Inc.-Ruby Canyon", , ,CAR,Not ARB Eligible, ,CARC1541,Yes,2022-01-27 00:00:00,2022-07-11 00:00:00, ,Forestry - MX,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1545, , , ,v 5  03-2022,,2020.0,1.0
VCS2393,Omnia Nitrous Oxide (N20) Reduction Project - CER Conversion,VCS,No,Units Transferred from Approved GHG Program,Chemical Processes,N2O Destruction in Nitric Acid Production,Reduction,AM0028,Sub-Saharan Africa,South Africa, , ,Converted from other GHG program,127098.0,127098.0,0.0,0.0,,,2009.0,0.0, , , , ,421913, ,VCS, , , , , , , ,Chemical industry,https://registry.verra.org/app/projectDetail/VCS/2393, , , ,v 1  12-2020,,2009.0,1.0
CAR1117,Ninemile,CAR,No,Listed,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,CALIFORNIA,in Tehama and Butte counties north east of Chico,Sierra Pacific Industries,0.0,0.0,0.0,0.0,,,,0.0,Sierra Pacific Industries,Sierra Pacific Industries, ,SCS Global Services, , ,CAR,Proposed Project,CAFR5117, ,No,2015-01-21 00:00:00, , ,Improved Forest Management - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1117, , , ,v 1  12-2020,,0.0,1.0
VCS4516,Dongzong Sustainable Grassland Management Project,VCS,No,Under validation,Forestry & Land Use,Sustainable Grassland Management,Mixed,VM0026,Eastern Asia,China, , ,"Tianjin Zhongrui Gefei Technology Services Co., Ltd.",0.0,0.0,0.0,0.0,,,,0.0, , , , ,498372, ,VCS, , , , , , , ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/4516, , , ,v 9  11-2023,,0.0,1.0
GS1042,Ceará Renewable Energy Bundled Project,GOLD,No,Gold Standard Certified Project,Renewable Energy,Biomass,Reduction,Not provided,Latin America and the Caribbean,Brazil, , ,Sustainable Carbon - Projetos Ambientais LTDA,505363.0,362487.0,142876.0,0.0,,,2010.0,0.0, , , , ,36173, ,GOLD, , , ,No, , , ,"Biomass, or Liquid Biofuel - Heat",https://registry.goldstandard.org/projects?q=GS1042, , , ,v 1  12-2020,,2010.0,1.0
VCS3692,Xinjiang Burqin Improved Grassland Management Project Phase II,VCS,No,Under validation,Forestry & Land Use,Sustainable Grassland Management,Mixed,VM0026,Eastern Asia,China, , ,Burqin Jinhua Urban Construction and Investment Co.Ltd.,0.0,0.0,0.0,0.0,,,,0.0, , , , ,262318, ,VCS, , , , , , , ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/3692, , , ,v 6  11-2022,,0.0,1.0
GS12388,GS1340 - Efficient cookstoves in Burkina Faso – VPA-59 - tiipaalga Beoong Neere,GOLD,No,Listed,Household & Community,Cookstoves,Reduction,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Sub-Saharan Africa,Burkina Faso, , ,Tiipaalga,0.0,0.0,0.0,0.0,,,,0.0, , , , ,9800, ,GOLD, , ,1340,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS12388, , , ,v10  12-2023,,0.0,1.0
GS2422,10.5 MW wind power project in Ossiya Rajasthan by Gujarat Fluorochemicals Limited (GFL),GOLD,No,Listed,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Southern Asia,India, , ,Gujarat Fluorochemicals Limited,0.0,0.0,0.0,0.0,,,,0.0, , , , ,17790, ,GOLD, , , ,No, , , ,Wind,https://registry.goldstandard.org/projects?q=GS2422, , , ,v 1  12-2020,,0.0,1.0
VCS4225,D.Light's Improved Cooking Project In Nigeria,VCS,No,Registered,Household & Community,Cookstoves,Reduction,VMR0006,Sub-Saharan Africa,Nigeria, , ,"d.light design, Ltd",0.0,0.0,0.0,0.0,,,,0.0, , , , ,397068, ,VCS, , , , , ,2024-03-30 00:00:00, ,Energy demand,https://registry.verra.org/app/projectDetail/VCS/4225, , , ,v 8  05-2023,,0.0,1.0
VCS4042,Cauaxi REDD+ Grouped Project,VCS,No,Registration requested,Forestry & Land Use,REDD+,Reduction,VM0015,Latin America and the Caribbean,Brazil, , ,BRCARBON SERVICOS AMBIENTAIS LTDA,0.0,0.0,0.0,0.0,,,,0.0, , , , ,529289, ,VCS, , , , , , , ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/4042, , , ,v 8  05-2023,,0.0,1.0
ACR158,"Truck Stop Electrification, Utah",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,United States,UTAH,Utah,IdleAir,3499.0,3499.0,0.0,0.0,,,2007.0,0.0, , , ,"TUV SUD America, Inc.  Ruby Canyon", , ,ACR,Not ARB or Ecology Eligible, , ,No, , , ,Transport / Fleet Efficiency,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=158, , , ,v 1  12-2020,,2007.0,1.0
GS12419,Improved Cookstove and Safe Water Programme – Nigeria - VPA 103,GOLD,No,Listed,Household & Community,Clean Water,Reduction,GS Methodology for emission reductions from safe drinking water supply,Sub-Saharan Africa,Nigeria, , ,Impact Carbon,0.0,0.0,0.0,0.0,,,,0.0, , , , ,60000, ,GOLD, , ,11189,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS12419, , , ,v10  12-2023,,0.0,1.0
ACR822,Finite Carbon - Green Acre Woodlands IFM,ACR,No,Listed,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,United States,NEW HAMPSHIRE,"Coos, Grafton, Belknap, Merrimack, and Strafford counties","Green Acre Woodlands, Inc",0.0,0.0,0.0,0.0,,,,0.0, , , ,"S&A Carbon, LLC", , ,ACR,Not ARB or Ecology Eligible, , , , , , ,Forest Carbon,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=822,https://www.finitecarbon.com/, , ,v 7  12-2022,,0.0,1.0
VCS1134,52.50 MW Wind energy farm at Mokla Rajasthan by HZL,VCS,No,Withdrawn,Renewable Energy,Wind,Reduction,ACM0002,Southern Asia,India, , ,Hindustan Zinc Limited,417675.0,316164.0,101511.0,0.0,,,2011.0,0.0, , , , ,85863, ,VCS, , , , , ,2020-06-04 00:00:00, ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/1134, , , ,v 1  12-2020,,2011.0,1.0
VCS282,"Waste Heat Recovery for Elemental Process for 30 MVA Calcium Carbide Furnace at DCM Shriram Consolidated Ltd's Chemical Complex at Kota(Rajasthan), India",VCS,No,Late to verify,Industrial & Commercial,Waste Heat Recovery,Reduction,AMS-III.Q,Southern Asia,India, , ,DCM Shriram Consolidated Limited,81100.0,610.0,80490.0,0.0,,,2006.0,0.0, , , , ,21807, ,VCS, , , , , ,2010-01-13 00:00:00, ,Manufacturing industries,https://registry.verra.org/app/projectDetail/VCS/282, , , ,v 1  12-2020,,2006.0,1.0
ACR356,EOS ACR 356,ACR,Compliance, ,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,ARKANSAS,El Dorado,EOS Climate Inc,110720.0,110720.0,0.0,0.0,,,2016.0,0.0, , , ,"SES, Inc.", , ,ARB,ARB Completed,CAOD5356, ,No, , , ,Ozone Depleting Substances,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=356,www.eosclimate.com, , ,v 1  12-2020,,2016.0,1.0
VCS1158,Ethanol & Sugar Project Suriname,VCS,No,Under development,Renewable Energy,Biomass,Reduction,ACM0006,Latin America and the Caribbean,Suriname, , ,Staatsolie Maatschappij Suriname N.V.,0.0,0.0,0.0,0.0,,,,0.0, , , , ,150238, ,VCS, , , , , , , ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/1158, , , ,v 1  12-2020,,0.0,1.0
VCS3266,Global Cookstove Program (Phase 37),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,Southern Asia,India, , ,EKI Energy Services Limited,0.0,0.0,0.0,0.0,,,,0.0, , , , ,60452, ,VCS, , , , , , , ,Energy demand,https://registry.verra.org/app/projectDetail/VCS/3266, , , ,v 8  05-2023,,0.0,1.0
VCS3119,Chaoyang Adjusted Water Management in Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,China, , ,"Harbin Huanyu Agricultural Technology Co., Ltd.",0.0,0.0,0.0,0.0,,,,0.0, , , , ,59666, ,VCS, , , , , , , ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/3119, , , ,v 6  11-2022,,0.0,1.0
VCS2445,Bundled Solar Water Heater Project,VCS,No,Under development,Renewable Energy,Solar Water Heaters,Reduction,AMS-I.C.,Southern Asia,India, , ,G K Energy Marketers Pvt. Ltd,0.0,0.0,0.0,0.0,,,,0.0, , , , ,22746, ,VCS, , , , , , , ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/2445, , , ,v 3  11-2021,,0.0,1.0
GS12668,GS11695 GS11696 RVPA-1 Water Purifier Project in Maharashtra India by Seniority Pvt. Ltd. - VPA-2 ,GOLD,No,Listed,Household & Community,Clean Water,Reduction,GS Methodology for emission reductions from safe drinking water supply,Southern Asia,India, , ,AGS Carbon Advisory,0.0,0.0,0.0,0.0,,,,0.0, , , , ,60000, ,GOLD, , ,11695,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS12668, , , ,v11  03-2024,,0.0,1.0
VCS4580,Myanmar Kindar Solar Power Plant Project,VCS,No,Registration requested,Renewable Energy,Solar - Centralized,Reduction,ACM0002,South-Eastern Asia,Myanmar, , ,Multiple Proponents,0.0,0.0,0.0,0.0,,,,0.0, , , , ,22402.0, ,VCS, , , , , , , ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/4580, , , ,v 9  11-2023,,0.0,1.0
VCS3849,THE FOREST CARBON PROJECT AGROREFORESTADORA RANCHO VICTORIA S. A,VCS,No,Rejected by Administrator,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0003,Latin America and the Caribbean,Colombia, , ,AGROREFORESTADORA RANCHO VICTORIA S.A,0.0,0.0,0.0,0.0,,,,0.0, , , , ,120048, ,VCS, , , , , ,2023-01-09 00:00:00, ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/3849, , , ,v 7  12-2022,,0.0,1.0
VCS2864,Xuancheng Composting Project Phase I,VCS,No,Verification approval requested,Waste Management,Composting,Reduction,AMS-III.D.; AMS-III.F.,Eastern Asia,China, , ,"Xuancheng Nanyang Biotechnology Co., Ltd",81094.0,80.0,81014.0,0.0,,,2020.0,0.0, , , , ,49546, ,VCS, , , , , ,2022-10-17 00:00:00, ,"Livestock, enteric fermentation, and manure management; Waste handling and disposal",https://registry.verra.org/app/projectDetail/VCS/2864, , , ,v 5  03-2022,,2020.0,1.0
CAR1270,A-Gas Americas 2017-8,CAR,Compliance,Completed,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,OHIO,Bowling Green,Reclamation Technologies Inc.,223464.0,223464.0,0.0,0.0,,,2017.0,0.0,Reclamation Technologies Inc.,"Reclamation Technologies, Inc. dba A-Gas Americas", ,"SES, Inc.", , ,ARB,Completed,CAOD5362, ,No,2017-07-26 00:00:00,2017-10-27 00:00:00, ,Ozone Depleting Substances - U.S. - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1270,www.agasamericas.com, , ,v 1  12-2020,,2017.0,1.0
GS1082,Saray Wind Power Plant,GOLD,No,Gold Standard Certified Design,Renewable Energy,Wind,Reduction,AMS-I.D. Grid connected renewable electricity generation,Western Asia,Türkiye, , ,Saray D_km ve Madeni Aksam San. A._.,0.0,0.0,0.0,0.0,,,,0.0, , , , ,7850, ,GOLD, , , ,No, , , ,Wind,https://registry.goldstandard.org/projects?q=GS1082, , , ,v 1  12-2020,,0.0,1.0
GS11647,UpEnergy-Social and Climate Impact Programme- Cooking Devices VPA-15,GOLD,No,Gold Standard Certified Design,Household & Community,Cookstoves,Reduction,GS TPDDTEC v3.1,Sub-Saharan Africa,Uganda, , ,UpEnergy Group,0.0,0.0,0.0,0.0,,,,0.0, , , , ,46410, ,GOLD, , ,10963,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS11647, , , ,v 6  11-2022,,0.0,1.0
CAR1212,Blue Source-Westervelt Gulf Coast Improved Forest Management Project,CAR,No,Completed,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,MISSISSIPPI,Waynesboro,"Blue Source, LLC",0.0,0.0,0.0,0.0,,,,0.0,"Blue Source, LLC",The Westervelt Company,Blue Source LLC, , , ,CAR,Inactive,CAFR5312, ,No,2015-11-04 00:00:00, , ,Improved Forest Management - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1212, , , ,v 1  12-2020,,0.0,1.0
GS2518,International Lifeline Fund Uganda CPA1 (ILFUg01),GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub-Saharan Africa,Uganda, , ,Deactivated Projects,4052.0,0.0,4052.0,0.0,,,2012.0,0.0, , , , ,48647, ,GOLD, , ,973,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS2518, , , ,v 1  12-2020,,2012.0,1.0
GS2666,Wanning Rural Methane Digesters Project in Hainan Province,GOLD,No,Listed,Household & Community,Biodigesters,Reduction,AMS-I.C. Thermal energy production with or without electricity,Eastern Asia,China, , ,Guizhou Honor Carbon Asset Management Co. Ltd,0.0,0.0,0.0,0.0,,,,0.0, , , , ,57170, ,GOLD, , , ,No, , , ,Biogas - Heat,https://registry.goldstandard.org/projects?q=GS2666, , , ,v 1  12-2020,,0.0,1.0
VCS1302,Thermal Energy Generation Using Biomass by Kwality Dairy (India) Limited (KDIL),VCS,No,Late to verify,Renewable Energy,Biomass,Reduction,AMS-I.C.,Southern Asia,India, , ,Kwality Limited (formerly known as Kwality Dairy (,0.0,0.0,0.0,0.0,,,,0.0, , , , ,27995, ,VCS, , , , , ,2014-04-01 00:00:00, ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/1302, , , ,v 1  12-2020,,0.0,1.0
VCS3308,Dongyuan Xiantang Landfill Gas Power Generation Phase I Project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,ACM0001,Eastern Asia,China, , ,"Shenzhen PhasCon Technologies Co.,Ltd.",0.0,0.0,0.0,0.0,,,,0.0, , , , ,99589, ,VCS, , , , , ,2022-12-07 00:00:00, ,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://registry.verra.org/app/projectDetail/VCS/3308, , , ,v 6  11-2022,,0.0,1.0
GS7558,GS7591 VPA 2 Rift Valley Safe Water Project,GOLD,No,Listed,Household & Community,Community Boreholes,Reduction,GS TPDDTEC v3.1,Sub-Saharan Africa,Kenya, , ,CO2balance UK ltd,0.0,0.0,0.0,0.0,,,,0.0, , , , ,60000, ,GOLD, , ,7591.0,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS7558, , , ,v 1  12-2020,,0.0,1.0
GS12142,Beam Mobility Shared e-Scooters,GOLD,No,Listed,Transportation,Bicycles,Reduction,AMS-III.BM: Lightweight two and three wheeled personal transportation version 1.0,Oceania,New Zealand, , ,Beam Mobility Holdings Pte. Ltd.,0.0,0.0,0.0,0.0,,,,0.0, , , , ,7000, ,GOLD, , ,11329,No, , , ,Energy Efficiency - Transport Sector,https://registry.goldstandard.org/projects?q=GS12142, , , ,v 9  11-2023,,0.0,1.0
VCS4005,Macaúba as a Productive Second Floor,VCS,No,Rejected by Administrator,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-AMS0007,Latin America and the Caribbean,Brazil, , ,INOCAS,0.0,0.0,0.0,0.0,,,,0.0, , , , ,2000, ,VCS, , , , , , , ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/4005, , , ,v 8  05-2023,,0.0,1.0
GS6109,Improved Cookstoves Project Activity in Honduras “Vida Mejor con Ecofogones de Alto Rendimiento” – CPA No 003,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Latin America and the Caribbean,Honduras, , ,Envirofit International Ltd.,99748.0,13134.0,86614.0,0.0,,,2017.0,0.0, , , , ,42222, ,GOLD, , ,4534.0,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS6109, , , ,v 5  03-2022,,2017.0,1.0
GS10912,Up Energy Improved Cookstoves Programme Uganda – CPA No 014   ,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub-Saharan Africa,Uganda, , ,UpEnergy Group,124881.0,60925.0,63956.0,0.0,,,2020.0,0.0, , , , ,41186, ,GOLD, , ,10898,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS10912, , , ,v 3  11-2021,,2020.0,1.0
