project_id,project_name,voluntary_registry,arborwaproject,voluntary_status,scope,type,reduction_or_removal,methodology_or_protocol,region,country,state,project_site_location,project_developer,total_credits_issued,total_credits_retired,total_credits_remaining,total_buffer_pool_deposits,reversals_covered_by_buffer_pool,reversals_not_covered_by_buffer,first_year_of_project_(vintage),year_unknown,project_owner,offset_project_operator,authorized_project_designee,verifier,estimated_annual_emission_reductions,pers,registry_or_arb_or_wa,arb_project_detail,arb_id,poa_idoraggregate_id,corsia_eligible,project_listed,project_registered,ccb_or_certifications,project_type_from_the_registry,registry_documents,project_website,notes_from_registry,notes_from_berkeley_carbon_trading_project,added_to_database_version_-_with_data_through,unnamed:_158,"1st_issuance_yr_(no_hard_code,_hide)",unnamed:_160
ACR780,Tradewater ODS 47,ACR,Compliance, ,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,OHIO,1100 Haskins Road,"Tradewater, LLC",129471.0,57880.0,71591.0,0.0,,,2022.0,0.0, , , ,"SES, Inc.", , ,ARB,ARB Completed,CAOD5780, ,No, , , ,Ozone Depleting Substances,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=780, , , ,v 6  11-2022,,2022.0,1.0
VCS8,15 MW Wind Energy Project in Maharashtra,VCS,No,Registered,Renewable Energy,Wind,Reduction,AMS-I.D.,Southern Asia,India, , ,M/s D. J. Malpani,123305.0,116745.0,6560.0,0.0,,,2006.0,0.0, , , , ,25848.0, ,VCS, , , , , ,2009-03-19 00:00:00, ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/8, , , ,v 1  12-2020,,2006.0,1.0
VCS1112,The Russas Project,VCS,No,Registered,Forestry & Land Use,REDD+,Reduction,VM0007,Latin America and the Caribbean,Brazil, , ,Multiple Proponents,1407657.0,526812.0,880845.0,207825.0,,,2013.0,0.0, , , , ,120147, ,VCS, , , , , ,2020-06-04 00:00:00,CCB-Community Gold,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/1112, , , ,v 1  12-2020,,2013.0,1.0
VCS2582,Zhijiang Shibaoshan LFG Power Generation Project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,AMS-I.D.; AMS-III.G.,Eastern Asia,China, , ,"Zhijiang Xinzhongshui Chufeng Environmental Protection Technology Co., Ltd",54974.0,0.0,54974.0,0.0,,,2021.0,0.0, , , , ,44138, ,VCS, , , , , ,2022-03-07 00:00:00, ,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://registry.verra.org/app/projectDetail/VCS/2582, , , ,v 3  11-2021,,2021.0,1.0
VCS3158,Distribution of energy efficient cookstoves in India-2,VCS,No,Verification approval requested,Household & Community,Cookstoves,Reduction,VMR0006,Southern Asia,India, , ,Greneity Infocom Service Pvt Ltd,243104.0,48942.0,194162.0,0.0,,,2021.0,0.0, , , , ,201152, ,VCS, , , , , ,2022-12-21 00:00:00, ,Energy demand,https://registry.verra.org/app/projectDetail/VCS/3158, , , ,v 6  11-2022,,2021.0,1.0
VCS604,Rajwakti Small Scale Hydropower Project,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,AMS-I.D.,Southern Asia,India, , ,Him Urja Private Limited,57388.0,56920.0,468.0,0.0,,,2008.0,0.0, , , , ,19569.0, ,VCS, , , , , ,2020-04-06 00:00:00, ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/604, , , ,v 1  12-2020,,2008.0,1.0
VCS973,Totoral Wind Farm Project,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,Latin America and the Caribbean,Chile, , ,Multiple Proponents,348642.0,171469.0,177173.0,0.0,,,2009.0,0.0, , , , ,56740.0, ,VCS, , , , , ,2020-04-06 00:00:00, ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/973, , , ,v 1  12-2020,,2009.0,1.0
VCS1489,CECIC Urumqi Tuoli Phase I Wind Farm Project - CER Conversion,VCS,No,Units Transferred from Approved GHG Program,Renewable Energy,Wind,Reduction,ACM0002,Eastern Asia,China, , ,Credits transferred from approved GHG program,86983.0,86983.0,0.0,0.0,,,2012.0,0.0, , , , ,116644, ,VCS, , , , , , , ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/1489, , , ,v 1  12-2020,,2012.0,1.0
VCS254,Guangdong Nan Ao 26MW  Wind Power Project,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,Eastern Asia,China, , ,China Resources Wind Power(Shantou) Co.Ltd,48524.0,48524.0,0.0,0.0,,,2008.0,0.0, , , , ,50000, ,VCS, , , , , ,2009-12-18 00:00:00, ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/254, , , ,v 1  12-2020,,2008.0,1.0
VCS3128,Luyi Biogas Recovery and Utilization Project,VCS,No,Registered,Agriculture,Manure Methane Digester,Reduction,ACM0010,Eastern Asia,China, , ,"Luyi Agro-pastoral Co., Ltd.",133676.0,8000.0,125676.0,0.0,,,2021.0,0.0, , , , ,228849, ,VCS, , , , , ,2022-11-29 00:00:00, ,"Livestock, enteric fermentation, and manure management; Waste handling and disposal",https://registry.verra.org/app/projectDetail/VCS/3128, , , ,v 6  11-2022,,2021.0,1.0
VCS1517,"AWMS GHG Mitigation Project, MX06-B-18, Sinaloa, Mexico - CER Conversion",VCS,No,Units Transferred from Approved GHG Program,Agriculture,Manure Methane Digester,Reduction,AM0016,Latin America and the Caribbean,Mexico, , ,Credits transferred from approved GHG program,13438.0,13438.0,0.0,0.0,,,2010.0,0.0, , , , ,26499, ,VCS, , , , , , , ,Waste handling and disposal,https://registry.verra.org/app/projectDetail/VCS/1517, , , ,v 1  12-2020,,2010.0,1.0
VCS4222,SMG - Bamboo Plantations for a better tomorrow,VCS,No,Under validation,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0003,Southern Asia,India, , ,OYU Green Private Limited,0.0,0.0,0.0,0.0,,,,0.0, , , , ,221515, ,VCS, , , , , , , ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/4222, , , ,v 9  11-2023,,0.0,1.0
VCS1554,La Mina Hydropower Plant,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,ACM0002,Latin America and the Caribbean,Chile, , ,Colbun S.A.,60613.0,0.0,60613.0,0.0,,,2018.0,0.0, , , , ,97535, ,VCS, , , , , ,2020-04-06 00:00:00, ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/1554, , , ,v 1  12-2020,,2018.0,1.0
GS2786,CDM Biogas Project of Mahasakthi Women Cooperative Federation,GOLD,No,Gold Standard Certified Design,Household & Community,Biodigesters,Reduction,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,Southern Asia,India, , ,Mahasakthi MAC Samakhya Ltd,0.0,0.0,0.0,0.0,,,,0.0, , , , ,21000, ,GOLD, , , ,No, , , ,Biogas - Heat,https://registry.goldstandard.org/projects?q=GS2786, , , ,v 1  12-2020,,0.0,1.0
CAR422,Hernando County Landfill Electric Generation,CAR,No,Registered,Waste Management,Landfill Methane,Reduction,CAR U.S. Landfill Protocol,North America,United States,FLORIDA,Brooksville,"Timberline Energy, LLC",771763.0,625375.0,146388.0,0.0,,,2008.0,0.0,"Timberline Energy, LLC", , ,SCS Global Services, , ,CAR,Not ARB Eligible, , ,No,2009-01-07 00:00:00,2009-08-04 00:00:00, ,Landfill Gas Capture/Combustion,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=422,www.timberlineenergy.com, , ,v 1  12-2020,,2008.0,1.0
ACR395,Finite Carbon - MWF Ned Lake IFM,ACR,Compliance, ,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,MICHIGAN,Upper Peninsula,Molpus Woodlands Group,836879.0,755173.0,81706.0,157880.0,,,2019.0,3000.0, , , ,"S&A Carbon, LLC", , ,ARB,Listed - Active ARB Project,CAFR5395, ,No, , , ,Forest Carbon,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=395, , , ,v 1  12-2020,,2019.0,1.0
GS2747,African Biogas Carbon Programme (ABC) PoA,GOLD,No,Gold Standard Certified Design,Household & Community,Biodigesters,Reduction,GS TPDDTEC v 1.,Sub-Saharan Africa,Kenya, , ,AFRICA BIOENERGY PROGRAMS LIMITED,0.0,0.0,0.0,0.0,,,,0.0, , , , ,0, ,GOLD, , ,2747,No, , , ,Biogas - Heat,https://registry.goldstandard.org/projects?q=GS2747, , , ,v 1  12-2020,,0.0,1.0
VCS3141,Western Amazon REDD+ Grouped Project,VCS,No,Under validation,Forestry & Land Use,REDD+,Reduction,VM0015,Latin America and the Caribbean,Brazil, , ,CARBON CREDITS CONSULTING S.R.L.,0.0,0.0,0.0,0.0,,,,0.0, , , , ,362077, ,VCS, , , , , , , ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/3141, , , ,v 6  11-2022,,0.0,1.0
GS12398,Improved Cookstove and Safe Water Programme – Nigeria - VPA 82,GOLD,No,Listed,Household & Community,Clean Water,Reduction,GS Methodology for emission reductions from safe drinking water supply,Sub-Saharan Africa,Nigeria, , ,Impact Carbon,0.0,0.0,0.0,0.0,,,,0.0, , , , ,60000, ,GOLD, , ,11189,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS12398, , , ,v10  12-2023,,0.0,1.0
VCS1066,Damlapinar Hydroelectric Power Plant Project,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,ACM0002,Western Asia,Türkiye, , ,Cenay Elektrik Uretim Ins.San. ve Tic. Ltd,312236.0,234786.0,77450.0,0.0,,,2010.0,0.0, , , , ,44292, ,VCS, , , , , ,2020-04-06 00:00:00, ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/1066, , , ,v 1  12-2020,,2010.0,1.0
VCS552,Banna Liusha River Fifth Level Power Plant Project,VCS,No,Late to verify,Renewable Energy,Hydropower,Reduction,AMS-I.D.,Eastern Asia,China, , ,"Xishuangbanna Silver Sand Electric Power Co.,Ltd",48364.0,48364.0,0.0,0.0,,,2008.0,0.0, , , , ,39734.0, ,VCS, , , , , ,2010-12-21 00:00:00, ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/552, , , ,v 1  12-2020,,2008.0,1.0
GS4380,VPA 15 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS MS Simplified Methodology for Efficient Cookstoves v1.,Southern Asia,Bangladesh, , ,Bangladesh Bondhu Foundation,30512.0,22437.0,8075.0,0.0,,,2014.0,0.0, , , , ,8749, ,GOLD, , ,3112,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS4380, , , ,v 1  12-2020,,2014.0,1.0
VCS4587,Boreal Wildlands Forest Carbon Offset Project,VCS,No,Under validation,Forestry & Land Use,Improved Forest Management,Mixed,VM0034,North America,Canada, , ,The Nature Conservancy of Canada,0.0,0.0,0.0,0.0,,,,0.0, , , , ,251959.0, ,VCS, , , , , , , ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/4587, , , ,v 9  11-2023,,0.0,1.0
GS11585,PowerUP Smart Electric Stoves for Clean Air-Rwanda-VPA7,GOLD,No,Listed,Household & Community,Cookstoves,Reduction,Methodology for Metered & Measured Energy Cooking Devices,Sub-Saharan Africa,Rwanda, , ,TEECO UGANDA SMC LTD,0.0,0.0,0.0,0.0,,,,0.0, , , , ,50000, ,GOLD, , ,VPA,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS11585, , , ,v 6  11-2022,,0.0,1.0
VCS3434,Lomphat Wildlife Sanctuary REDD+ Project,VCS,No,Under validation,Forestry & Land Use,REDD+,Reduction,VM0015,South-Eastern Asia,Cambodia, , ,"Royal Government of Cambodia (RGC), Ministry of Environment",0.0,0.0,0.0,0.0,,,,0.0, , , , ,239752, ,VCS, , , , , , , ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/3434, , , ,v 8  05-2023,,0.0,1.0
GS3551,Airres-4 WPP,GOLD,No,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Western Asia,Türkiye, , ,AIRRES Elektrik Ãœretim San. Ve Tic. A.S,531675.0,206890.0,324785.0,0.0,,,2017.0,0.0, , , , ,109168, ,GOLD, , , ,No, , , ,Wind,https://registry.goldstandard.org/projects?q=GS3551, , , ,v 1  12-2020,,2017.0,1.0
ACR375,Anew - Hawk Mountain Forestry Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,United States,PENNSYLVANIA,"Drehersville, Pennsylvania",Blue Source,179082.0,183034.0,-3952.0,42007.0,,,2018.0,0.0, , , ,SCS Global Services (Scientific Certification Systems), , ,ACR,Not ARB or Ecology Eligible, , ,No, , , ,Forest Carbon,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=375, , , ,v 1  12-2020,,2018.0,1.0
CAR886,Roseburg LFG Energy,CAR,No,Registered,Waste Management,Landfill Methane,Reduction,CAR U.S. Landfill Protocol,North America,United States,OREGON,"Roseburg, OR","Roseburg LFG Energy, LLC",140772.0,123359.0,17413.0,0.0,,,2011.0,0.0,"Roseburg LFG Energy, LLC", , ,SCS Global Services, , ,CAR,Not ARB Eligible, , ,No,2011-09-08 00:00:00,2012-11-28 00:00:00, ,Landfill Gas Capture/Combustion,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=886, , , ,v 1  12-2020,,2011.0,1.0
VCS737,"TIST Program in Kenya, VCS 005",VCS,No,Registered,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-AMS0001,Sub-Saharan Africa,Kenya, , ,Clean Air Action Corporation,997867.0,929358.0,68509.0,132575.0,48837.0,,2011.0,0.0, , , , ,86694.0, ,VCS, , , , , ,2020-06-04 00:00:00,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/737, , , ,v 1  12-2020,,2011.0,1.0
CAR691,RemTec International ODS Destruction Import Project #1,CAR,No,Completed,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,CAR Article 5 Ozone Depleting Substances Protocol,North America,United States,ARKANSAS,Mexico,Reclamation Technologies Inc.,2602812.0,2600638.0,2174.0,0.0,,,2010.0,0.0,Reclamation Technologies Inc., , , , , ,CAR,Not ARB Eligible, , ,No,2010-05-06 00:00:00,2011-06-21 00:00:00, ,Ozone Depleting Substances - Article 5 Imports,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=691,www.remtec.net, , ,v 1  12-2020,,2010.0,1.0
VCS2968,Replacement of ICLs by LED lamps in India,VCS,No,Registered,Household & Community,Lighting,Reduction,AMS-II.C.,Southern Asia,India, , ,AGS Carbon Advisory,0.0,0.0,0.0,0.0,,,,0.0, , , , ,53799, ,VCS, , , , , ,2023-02-10 00:00:00, ,Energy demand,https://registry.verra.org/app/projectDetail/VCS/2968, , , ,v 6  11-2022,,0.0,1.0
CAR1210,Blue Source-Westervelt Atlantic Coast Improved Forest Management Project,CAR,No,Completed,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,VIRGINIA,"Franklin, VA","Blue Source, LLC",0.0,0.0,0.0,0.0,,,,0.0,"Blue Source, LLC",The Westervelt Company,Blue Source LLC, , , ,CAR,Inactive,CAFR5310, ,No,2015-11-04 00:00:00, , ,Improved Forest Management - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1210, , , ,v 1  12-2020,,0.0,1.0
VCS2380,Installation of high efficiency wood burning cookstoves in Rwanda,VCS,No,Registered,Household & Community,Cookstoves,Reduction,VMR0006,Sub-Saharan Africa,Rwanda, , ,C-Quest Capital Stoves Asia Limited,0.0,0.0,0.0,0.0,,,,0.0, , , , ,3149415, ,VCS, , , , , ,45057, ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/2380, , , ,v 1  12-2020,,0.0,1.0
GS6830,Solar Water Pumps for salt farmers of Kutch,GOLD,No,Gold Standard Certified Project,Agriculture,Improved irrigation management,Reduction,AMS-I.B. Mechanical energy for the user with or without electrical energy,Southern Asia,India, , ,Value Network Venture Advisory Services Pte. Ltd.,16777.0,6535.0,10242.0,0.0,,,2017.0,0.0, , , , ,4322, ,GOLD, , , ,No, , , ,Solar Thermal - Electricity,https://registry.goldstandard.org/projects?q=GS6830, , , ,v 1  12-2020,,2017.0,1.0
ACR895,"Roosevelt Regional Landfill, Roosevelt, WA: GHG Emission Reduction Automation Collection of Landfill Gas",ACR,No,Listed,Waste Management,Landfill Methane,Reduction,Landfill Gas Destruction and Beneficial Use Projects,North America,United States,WASHINGTON,"Roosevelt, WA","Loci Controls, Inc.",0.0,0.0,0.0,0.0,,,,0.0, , , ,"TUV SUD America, Inc.  Ruby Canyon", , ,ACR,Not ARB or Ecology Eligible, , , , , , ,Landfill Gas Capture & Combustion,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=895, , , ,v 9  11-2023,,0.0,1.0
GS3115,AKSARAY LANDFILL GAS COLLECTION AND ENERGY UTILIZATION PROJECT,GOLD,No,Listed,Waste Management,Landfill Methane,Reduction, ,Western Asia,Türkiye, , ,ITC Invest Trading & Consulting AG Ankara Branch,0.0,0.0,0.0,0.0,,,,0.0, , , , ,15000, ,GOLD, , , ,No, , , ,Biogas - Electricity,https://registry.goldstandard.org/projects?q=GS3115, , , ,v 1  12-2020,,0.0,1.0
VCS1141,Fresh Breeze Afforestation Project,VCS,No,Registered,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0003,Latin America and the Caribbean,Mexico, , ,Proteak UNO S.A.B. de C.V.,1033143.0,881200.0,151943.0,168186.0,,,2014.0,0.0, , , , ,171808, ,VCS, , , , , ,2020-04-06 00:00:00, ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/1141, , , ,v 1  12-2020,,2014.0,1.0
GS10988,GS5658 VPA 31: Improved Cookstoves for Environmental Conservation in Southern Ethiopia,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS MS Simplified Methodology for Efficient Cookstoves v1.,Sub-Saharan Africa,Ethiopia, , ,Carbonsink (Carbonsink Group S.r.l.),18405.0,9516.0,8889.0,0.0,,,2021.0,0.0, , , , ,10000, ,GOLD, , ,5658,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS10988, , , ,v 3  11-2021,,2021.0,1.0
VCS3187,Binhyangz Water Management with Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,China, , ,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,0.0,0.0,0.0,0.0,,,,0.0, , , , ,58077, ,VCS, , , , , , , ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/3187, , , ,v 6  11-2022,,0.0,1.0
VCS127,"Fuel switchover from higher carbon intensive fuels to Natural Gas (NG) at Indian Farmers Fertiliser Cooperative Ltd (IFFCO) in Phulpur Village, Allahabad, Uttar Pradesh by M/s Indian Farmers Fertiliser Cooperative Ltd (IFFCO)",VCS,No,Late to verify,Industrial & Commercial,Fuel Switching,Reduction,ACM0009,Southern Asia,India, , ,INDIAN FARMERS FERTILISER COOPERATIVE LIMITED,160932.0,160932.0,0.0,0.0,,,2006.0,0.0, , , , ,80000, ,VCS, , , , , ,2009-08-18 00:00:00, ,Chemical industry; Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/127, , , ,v 1  12-2020,,2006.0,1.0
GS4799,Grid-connected Solar PV project in Méouane,GOLD,No,Gold Standard Certified Project,Renewable Energy,Solar - Centralized,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Sub-Saharan Africa,Senegal, , ,AERA Group,178649.0,50114.0,128535.0,0.0,,,2017.0,0.0, , , , ,34506, ,GOLD, , , ,No, , , ,Solar Thermal - Electricity,https://registry.goldstandard.org/projects?q=GS4799, , , ,v 1  12-2020,,2017.0,1.0
VCS17,"Methane Capture, Flare and Utilization at Tyson Wastewater Treatment Facilities - Storm Lake",VCS,No,Registered,Waste Management,Methane Recovery in Wastewater,Reduction,ACM0014,North America,United States, , ,"Inactive - Blue Source, LLC - Project Proponent 2",313522.0,291628.0,21894.0,0.0,,,2004.0,0.0, , , , ,40000, ,VCS, , , , , ,2020-04-06 00:00:00, ,Waste handling and disposal,https://registry.verra.org/app/projectDetail/VCS/17, , , ,v 1  12-2020,,2004.0,1.0
GS11960,Safe Water Supply VPA 04,GOLD,No,Listed,Household & Community,Clean Water,Reduction,GS Methodology for emission reductions from safe drinking water supply,Southern Asia,India, , ,Offset Financial Holdings LLC,0.0,0.0,0.0,0.0,,,,0.0, , , , ,6500, ,GOLD, , ,VPA,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS11960, , , ,v 8  05-2023,,0.0,1.0
GS11845,VPA 98 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Southern Asia,Bangladesh, , ,Bangladesh Bondhu Foundation,3302.0,3302.0,0.0,0.0,,,2022.0,0.0, , , , ,9853, ,GOLD, , ,3112,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS11845, , , ,v 7  12-2022,,2022.0,1.0
VCS1976,Renewable Solar Power Project by Shapoorji Pallonji,VCS,No,Registered,Renewable Energy,Solar - Centralized,Reduction,ACM0002,Southern Asia,India, , ,Multiple Proponents,1178056.0,264108.0,913948.0,0.0,,,2018.0,0.0, , , , ,432770, ,VCS, , , , , ,2020-08-23 00:00:00, ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/1976, , , ,v 1  12-2020,,2018.0,1.0
GS10791,GS10789 VPA2: Efficient and Clean Cooking for households in Kenya,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS TPDDTEC v3.1,Sub-Saharan Africa,Kenya, , ,ECOA Climate Capital,639869.0,0.0,639869.0,0.0,,,2021.0,0.0, , , , ,82007, ,GOLD, , ,10789,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS10791, , , ,v 6  11-2022,,2021.0,1.0
GS12330,GS11623 GS11627 RVPA-7 CO2 Sequestration at a Swiss Concrete Recycler using the Neustark Technology,GOLD,No,Gold Standard Certified Design,Industrial & Commercial,Carbon-Absorbing Concrete,Long-Duration Removal,Other,Europe,Switzerland, , ,Neustark AG,0.0,0.0,0.0,0.0,,,,0.0, , , , ,1021, ,GOLD, , ,11623,No, , , ,Other,https://registry.goldstandard.org/projects?q=GS12330, , , ,v10  12-2023,,0.0,1.0
